date	close	id	rate	open
8-Aug-17	29750.22	2090	0.069	134.01
9-Aug-17	28058.58	2100	0.062	126.39
10-Aug-17	27750	2110	0.057	125
13-Aug-17	28369.38	2122	0.097	127.79
14-Aug-17	27534.66	2130	0.061	124.03
15-Aug-17	26617.8	2150	0.066	119.9
16-Aug-17	25985.1	2164	0.059	117.05
17-Aug-17	27097.32	2170	0.088	122.06
20-Aug-17	27132.84	2180	0.121	122.22
21-Aug-17	28320.54	2185	0.057	127.57
22-Aug-17	29417.22	2188	0.132	132.51
23-Aug-17	29097.54	2201	0.136	131.07
24-Aug-17	30036.6	2220	0.059	135.3
27-Aug-17	29359.5	2232	0.073	132.25
28-Aug-17	28154.04	2240	0.081	126.82
29-Aug-17	29765.76	2261	0.064	134.08
30-Aug-17	30247.5	2270	0.204	136.25
31-Aug-17	30742.56	2280	0.098	138.48
4-Sep-17	32003.52	2282	0.063	144.16
5-Sep-17	30360.72	2290	0.136	136.76
6-Sep-17	29972.22	4001	0.148	135.01
7-Sep-17	29252.94	4003	0.074	131.77
10-Sep-17	30349.62	4005	0.077	136.71
11-Sep-17	30078.78	4007	0.109	135.49
12-Sep-17	30380.7	4009	0.144	136.85
13-Sep-17	30458.4	4011	0.215	137.2
14-Sep-17	30815.82	4012	0.089	138.81
17-Sep-17	30727.02	4013	0.085	138.41
18-Sep-17	31284.24	4015	0.102	140.92
19-Sep-17	31250.94	4017	0.142	140.77
20-Sep-17	31148.82	4019	0.084	140.31
21-Sep-17	32001.3	4021	0.118	144.15
24-Sep-17	32918.16	4023	0.172	148.28
25-Sep-17	34005.96	4025	0.095	153.18
26-Sep-17	33914.94	4027	0.242	152.77
27-Sep-17	34299	5001	0.143	154.5
28-Sep-17	34070.34	5003	0.091	153.47
1-Oct-17	34707.48	5005	0.082	156.34
2-Oct-17	35175.9	5007	0.053	158.45
3-Oct-17	35058.24	5009	0.064	157.92
4-Oct-17	34685.28	5011	0.078	156.24
5-Oct-17	35841.9	5013	0.062	161.45
8-Oct-17	37276.02	5015	0.043	167.91
9-Oct-17	37264.92	5017	0.096	167.86
10-Oct-17	37027.38	5019	0.063	166.79
11-Oct-17	36015.06	5021	0.104	162.23
12-Oct-17	37129.5	5023	0.059	167.25
15-Oct-17	37069.56	5025	0.06	166.98
16-Oct-17	37646.76	5027	0.081	169.58
17-Oct-17	38350.5	5029	0.065	172.75
18-Oct-17	38517	5031	0.059	173.5
19-Oct-17	37833.24	5033	0.066	170.42
22-Oct-17	38707.92	5035	0.099	174.36
23-Oct-17	41327.52	5037	0.071	186.16
24-Oct-17	41276.46	5039	0.076	185.93
25-Oct-17	40577.16	5041	0.099	182.78
26-Oct-17	41003.4	5043	0.091	184.7
29-Oct-17	41089.98	5045	0.06	185.09
30-Oct-17	41514	5047	0.059	187
31-Oct-17	42168.9	5049	0.061	189.95
1-Nov-17	41611.68	5051	0.066	187.44
2-Nov-17	41707.14	5053	0.057	187.87
5-Nov-17	41331.96	5055	0.082	186.18
6-Nov-17	42577.38	5057	0.086	191.79
7-Nov-17	41358.6	5059	0.073	186.3
8-Nov-17	38954.34	5061	0.072	175.47
9-Nov-17	36712.14	5063	0.078	165.37
12-Nov-17	34134.72	5065	0.077	153.76
13-Nov-17	37731.12	5067	0.092	169.96
14-Nov-17	36876.42	5069	0.092	166.11
15-Nov-17	36474.6	5071	0.061	164.3
16-Nov-17	36938.58	5073	0.086	166.39
19-Nov-17	36396.9	5075	0.079	163.95
20-Nov-17	37484.7	5077	0.082	168.85
21-Nov-17	37398.12	5079	0.082	168.46
23-Nov-17	38081.88	5081	0.056	171.54
26-Nov-17	38303.88	5083	0.077	172.54
27-Nov-17	38807.82	5085	0.052	174.81
28-Nov-17	40008.84	5087	0.053	180.22
29-Nov-17	40912.38	5089	0.112	184.29
30-Nov-17	40452.84	5091	0.045	182.22
3-Dec-17	39706.92	5093	0.113	178.86
4-Dec-17	39917.82	5095	0.074	179.81
5-Dec-17	41181	5097	0.058	185.5
6-Dec-17	42168.9	5099	0.087	189.95
7-Dec-17	43134.6	5101	0.062	194.3
10-Dec-17	43114.62	5103	0.071	194.21
11-Dec-17	41855.88	5105	0.056	188.54
12-Dec-17	42370.92	5107	0.088	190.86
13-Dec-17	42586.26	5109	0.063	191.83
14-Dec-17	42266.58	5111	0.075	190.39
17-Dec-17	40936.8	5113	0.064	184.4
18-Dec-17	40621.56	5115	0.062	182.98
19-Dec-17	40652.64	5117	0.067	183.12
20-Dec-17	41560.62	5119	0.06	187.21
21-Dec-17	43048.02	5121	0.073	193.91
24-Dec-17	44133.6	5123	0.094	198.8
26-Dec-17	44166.9	5125	0.058	198.95
27-Dec-17	44082.54	5127	0.063	198.57
28-Dec-17	44362.26	5129	0.059	199.83
31-Dec-17	43973.76	5131	0.062	198.08
2-Jan-18	43254.48	5133	0.051	194.84
3-Jan-18	43274.46	5135	0.078	194.93
4-Jan-18	39971.1	5137	0.066	180.05
7-Jan-18	39436.08	5139	0.095	177.64
8-Jan-18	38017.5	5141	0.091	171.25
9-Jan-18	39826.8	5143	0.05	179.4
10-Jan-18	39520.44	5145	0.067	178.02
11-Jan-18	38337.18	5147	0.091	172.69
14-Jan-18	39689.16	5149	0.064	178.78
15-Jan-18	37526.88	6001	0.113	169.04
16-Jan-18	35440.08	6003	0.152	159.64
17-Jan-18	35717.58	6005	0.121	160.89
18-Jan-18	35821.92	6007	0.122	161.36
22-Jan-18	34552.08	6009	0.143	155.64
23-Jan-18	30873.54	6011	0.145	139.07
24-Jan-18	30103.2	6013	0.112	135.6
25-Jan-18	28862.22	6015	0.119	130.01
28-Jan-18	28862.22	6017	0.112	130.01
29-Jan-18	29201.88	6019	0.141	131.54
30-Jan-18	29343.96	6021	0.138	132.18
31-Jan-18	30049.92	6023	0.103	135.36
1-Feb-18	29692.5	6025	0.301	133.75
4-Feb-18	29226.3	6027	0.095	131.65
5-Feb-18	28717.92	6029	0.139	129.36
6-Feb-18	27084	6031	0.139	122
7-Feb-18	26915.28	6033	0.147	121.24
8-Feb-18	27856.56	6035	0.118	125.48
11-Feb-18	28737.9	6037	0.127	129.45
12-Feb-18	27718.92	6039	0.123	124.86
13-Feb-18	28726.8	6041	0.08	129.4
14-Feb-18	28296.12	6043	0.088	127.46
15-Feb-18	27667.86	6045	0.101	124.63
19-Feb-18	27123.96	6047	0.157	122.18
20-Feb-18	27488.04	6049	0.111	123.82
21-Feb-18	26981.88	6051	0.103	121.54
22-Feb-18	26520.12	6053	0.1	119.46
25-Feb-18	26582.28	6055	0.087	119.74
26-Feb-18	26451.3	6057	0.109	119.15
27-Feb-18	27297.12	6059	0.094	122.96
28-Feb-18	28840.02	6061	0.113	129.91
29-Feb-18	27754.44	6063	0.139	125.02
3-Mar-18	27024.06	6065	0.147	121.73
4-Mar-18	27665.64	6067	0.122	124.62
5-Mar-18	27636.78	6069	0.125	124.49
6-Mar-18	26846.46	6071	0.136	120.93
7-Mar-18	27139.5	6073	0.102	122.25
10-Mar-18	26571.18	6075	0.097	119.69
11-Mar-18	28271.7	6077	0.155	127.35
12-Mar-18	27978.66	6079	0.09	126.03
13-Mar-18	28402.68	6081	0.09	127.94
14-Mar-18	28107.42	6083	0.085	126.61
17-Mar-18	28134.06	6085	0.118	126.73
18-Mar-18	29486.04	6087	0.102	132.82
19-Mar-18	28786.74	6089	0.147	129.67
20-Mar-18	29585.94	6091	0.137	133.27
24-Mar-18	30975.66	6093	0.135	139.53
25-Mar-18	31297.56	6095	0.115	140.98
26-Mar-18	32203.32	6097	0.099	145.06
27-Mar-18	31135.5	6099	0.153	140.25
28-Mar-18	31748.22	6101	0.151	143.01
31-Mar-18	31857	6103	0.137	143.5
1-Apr-18	33195.66	6105	0.159	149.53
2-Apr-18	32742.78	6107	0.149	147.49
3-Apr-18	33657.42	6109	0.127	151.61
4-Apr-18	33983.76	6111	0.11	153.08
7-Apr-18	34607.58	6113	0.109	155.89
8-Apr-18	33930.48	6115	0.178	152.84
9-Apr-18	33619.68	8001	0.081	151.44
10-Apr-18	34310.1	8003	0.055	154.55
11-Apr-18	32665.08	8005	0.069	147.14
14-Apr-18	32807.16	8007	0.062	147.78
15-Apr-18	32940.36	8009	0.034	148.38
16-Apr-18	34121.4	8011	0.05	153.7
17-Apr-18	34296.78	8013	0.055	154.49
18-Apr-18	35750.88	8014	0.066	161.04
21-Apr-18	37331.52	8015	0.051	168.16
22-Apr-18	35564.4	8017	0.02	160.2
23-Apr-18	36161.58	8019	0.07	162.89
24-Apr-18	37504.68	8021	0.051	168.94
25-Apr-18	37680.06	8023	0.084	169.73
28-Apr-18	38237.28	8025	0.076	172.24
29-Apr-18	38861.1	8027	0.052	175.05
30-Apr-18	38616.9	8029	0.066	173.95
1-May-18	39960	8031	0.077	180
2-May-18	40168.68	8033	0.132	180.94
5-May-18	41010.06	8035	0.059	184.73
6-May-18	41438.52	8037	0.062	186.66
7-May-18	40534.98	8039	0.06	182.59
8-May-18	41083.32	8041	0.072	185.06
9-May-18	40725.9	8043	0.077	183.45
12-May-18	41771.52	8045	0.058	188.16
13-May-18	42171.12	8047	0.06	189.96
14-May-18	41349.72	8049	0.058	186.26
15-May-18	42120.06	8051	0.044	189.73
16-May-18	41651.64	8053	0.022	187.62
19-May-18	40759.2	8055	0.072	183.6
20-May-18	41269.8	8057	0.033	185.9
21-May-18	39558.18	8059	0.067	178.19
22-May-18	39305.1	8061	0.028	177.05
23-May-18	40219.74	8063	0.029	181.17
27-May-18	41387.46	8065	0.071	186.43
28-May-18	41516.22	8067	0.047	187.01
29-May-18	41445.18	8069	0.056	186.69
30-May-18	41902.5	8071	0.07	188.75
2-Jun-18	41314.2	8073	0.037	186.1
3-Jun-18	41152.14	8075	0.046	185.37
4-Jun-18	41112.18	8077	0.082	185.19
5-Jun-18	42053.46	8079	0.053	189.43
6-Jun-18	41212.08	8081	0.056	185.64
9-Jun-18	40317.42	8083	0.063	181.61
10-Jun-18	41212.08	8085	0.069	185.64
11-Jun-18	40139.82	8087	0.049	180.81
12-Jun-18	38463.72	8089	0.058	173.26
13-Jun-18	38266.14	8091	0.041	172.37
16-Jun-18	39258.48	8093	0.061	176.84
17-Jun-18	40277.46	8095	0.026	181.43
18-Jun-18	39682.5	8097	0.05	178.75
19-Jun-18	40159.8	8099	0.05	180.9
20-Jun-18	38909.94	8101	0.075	175.27
23-Jun-18	38441.52	8103	0.039	173.16
24-Jun-18	38461.5	8105	0.048	173.25
25-Jun-18	39380.58	8107	0.06	177.39
26-Jun-18	37353.72	8109	0.078	168.26
27-Jun-18	37759.98	8111	0.053	170.09
30-Jun-18	37171.68	8113	0.042	167.44
1-Jul-18	38778.96	8115	0.033	174.68
2-Jul-18	37335.96	8117	0.058	168.18
3-Jul-18	37766.64	8119	0.067	170.12
7-Jul-18	38885.52	8121	0.032	175.16
8-Jul-18	39860.1	8123	0.075	179.55
9-Jul-18	38683.5	8125	0.026	174.25
10-Jul-18	39211.86	9001	0.078	176.63
11-Jul-18	38312.76	9003	0.088	172.58
14-Jul-18	38601.36	9005	0.079	173.88
15-Jul-18	37660.08	9007	0.067	169.64
16-Jul-18	38363.82	9009	0.089	172.81
17-Jul-18	38141.82	9011	0.076	171.81
18-Jul-18	36663.3	9013	0.067	165.15
21-Jul-18	36916.38	9015	0.09	166.29
22-Jul-18	35968.44	10001	0.079	162.02
23-Jul-18	36909.72	10003	0.086	166.26
24-Jul-18	35304.66	10005	0.073	159.03
25-Jul-18	35990.64	11001	0.117	162.12
28-Jul-18	34276.8	12001	0.071	154.4
29-Jul-18	34871.76	12003	0.114	157.08
30-Jul-18	35493.36	12005	0.089	159.88
31-Jul-18	35286.9	12007	0.083	158.95
1-Aug-18	34778.52	12009	0.111	156.66
4-Aug-18	34017.06	12011	0.098	153.23
5-Aug-18	35662.08	12013	0.082	160.64
6-Aug-18	36450.18	12015	0.127	164.19
7-Aug-18	36312.54	12017	0.121	163.57
8-Aug-18	37640.1	12019	0.098	169.55
11-Aug-18	38530.32	12021	0.131	173.56
12-Aug-18	39234.06	12023	0.09	176.73
13-Aug-18	39804.6	12027	0.117	179.3
14-Aug-18	39809.04	12029	0.123	179.32
15-Aug-18	39014.28	12031	0.112	175.74
18-Aug-18	38936.58	12033	0.098	175.39
19-Aug-18	38523.66	12035	0.162	173.53
20-Aug-18	39036.48	12037	0.071	175.84
21-Aug-18	38692.38	12039	0.096	174.29
22-Aug-18	39247.38	12041	0.1	176.79
25-Aug-18	38306.1	12043	0.1	172.55
26-Aug-18	38548.08	12045	0.098	173.64
27-Aug-18	38776.74	12047	0.113	174.67
28-Aug-18	38570.28	12049	0.126	173.74
29-Aug-18	37635.66	12051	0.168	169.53
2-Sep-18	36894.18	12053	0.138	166.19
3-Sep-18	37065.12	12055	0.116	166.96
4-Sep-18	35790.84	12057	0.115	161.22
5-Sep-18	35559.96	12059	0.072	160.18
8-Sep-18	35058.24	12061	0.152	157.92
9-Sep-18	33672.96	12063	0.072	151.68
10-Sep-18	33657.42	12065	0.085	151.61
11-Sep-18	33888.3	12067	0.072	152.65
12-Sep-18	33064.68	12069	0.123	148.94
15-Sep-18	31159.92	12071	0.139	140.36
16-Sep-18	31053.36	12073	0.072	139.88
17-Sep-18	28378.26	12075	0.121	127.83
18-Sep-18	29767.98	12077	0.053	134.09
19-Sep-18	31282.02	12079	0.117	140.91
22-Sep-18	29093.1	12081	0.127	131.05
23-Sep-18	28158.48	12083	0.133	126.84
24-Sep-18	28573.62	12085	0.119	128.71
25-Sep-18	29288.46	12086	0.113	131.93
26-Sep-18	28469.28	12087	0.07	128.24
29-Sep-18	23367.72	12089	0.107	105.26
30-Sep-18	25232.52	12091	0.072	113.66
1-Oct-18	24224.64	12093	0.133	109.12
2-Oct-18	22222.2	12095	0.114	100.1
3-Oct-18	21549.54	12097	0.128	97.07
6-Oct-18	21787.08	12099	0.117	98.14
7-Oct-18	19793.52	12101	0.125	89.16
8-Oct-18	19933.38	12103	0.112	89.79
9-Oct-18	19700.28	12105	0.127	88.74
10-Oct-18	21489.6	12107	0.122	96.8
13-Oct-18	24477.72	12109	0.09	110.26
14-Oct-18	23105.76	12111	0.153	104.08
15-Oct-18	21744.9	12113	0.094	97.95
16-Oct-18	22619.58	12115	0.123	101.89
17-Oct-18	21622.8	12117	0.106	97.4
20-Oct-18	21853.68	12119	0.09	98.44
21-Oct-18	20310.78	12121	0.098	91.49
22-Oct-18	21505.14	12123	0.104	96.87
23-Oct-18	21807.06	12125	0.084	98.23
24-Oct-18	21396.36	12127	0.117	96.38
27-Oct-18	20443.98	12129	0.072	92.09
28-Oct-18	22180.02	12131	0.068	99.91
29-Oct-18	23210.1	12133	0.096	104.55
30-Oct-18	24650.88	13001	0.097	111.04
31-Oct-18	23884.98	13003	0.126	107.59
3-Nov-18	23745.12	13005	0.085	106.96
4-Nov-18	24639.78	13007	0.091	110.99
5-Nov-18	22932.6	13009	0.116	103.3
6-Nov-18	22000.2	13011	0.067	99.1
7-Nov-18	21809.28	13013	0.111	98.24
10-Nov-18	21285.36	13015	0.133	95.88
11-Nov-18	21038.94	13017	0.153	94.77
12-Nov-18	20006.64	13019	0.124	90.12
13-Nov-18	21409.68	13021	0.1	96.44
14-Nov-18	20033.28	13023	0.097	90.24
17-Nov-18	19567.08	13025	0.116	88.14
18-Nov-18	19960.02	13027	0.087	89.91
19-Nov-18	19156.38	13029	0.081	86.29
20-Nov-18	17868.78	13031	0.09	80.49
21-Nov-18	18332.76	13033	0.122	82.58
24-Nov-18	20634.9	13035	0.127	92.95
25-Nov-18	20157.6	13037	0.111	90.8
26-Nov-18	21090	13039	0.091	95
27-Nov-18	21090	13043	0.093	95
28-Nov-18	20572.74	13045	0.108	92.67
1-Dec-18	19742.46	13047	0.08	88.93
2-Dec-18	20528.34	13049	0.106	92.47
3-Dec-18	21289.8	13051	0.085	95.9
4-Dec-18	20293.02	13053	0.146	91.41
5-Dec-18	20868	13055	0.114	94
8-Dec-18	22137.84	13057	0.095	99.72
9-Dec-18	22213.32	13059	0.07	100.06
10-Dec-18	21802.62	13061	0.082	98.21
11-Dec-18	21090	13063	0.123	95
12-Dec-18	21815.94	13065	0.11	98.27
15-Dec-18	21034.5	13067	0.096	94.75
16-Dec-18	21185.46	13069	0.168	95.43
17-Dec-18	19793.52	13071	0.09	89.16
18-Dec-18	19853.46	13073	0.07	89.43
19-Dec-18	19980	13075	0.119	90
22-Dec-18	19034.28	13077	0.1	85.74
23-Dec-18	19176.36	13079	0.095	86.38
24-Dec-18	18878.88	13081	0.121	85.04
25-Dec-18	18878.88	13083	0.09	85.04
26-Dec-18	19049.82	13085	0.101	85.81
29-Dec-18	19227.42	13087	0.127	86.61
30-Dec-18	19156.38	13089	0.107	86.29
31-Dec-18	18947.7	13091	0.112	85.35
1-Jan-19	18947.7	13093	0.101	85.35
2-Jan-19	20146.5	13095	0.111	90.75
5-Jan-19	20996.76	13097	0.114	94.58
6-Jan-19	20650.44	13099	0.105	93.02
7-Jan-19	20204.22	13101	0.067	91.01
8-Jan-19	20579.4	13103	0.079	92.7
9-Jan-19	20108.76	13105	0.122	90.58
12-Jan-19	19682.52	13107	0.103	88.66
13-Jan-19	19471.62	13109	0.089	87.71
14-Jan-19	18943.26	13111	0.1	85.33
15-Jan-19	18510.36	13113	0.084	83.38
16-Jan-19	18277.26	13115	0.111	82.33
20-Jan-19	17360.4	13117	0.086	78.2
21-Jan-19	18388.26	13119	0.118	82.83
22-Jan-19	19615.92	13121	0.107	88.36
23-Jan-19	19615.92	13123	0.098	88.36
26-Jan-19	19900.08	13125	0.111	89.64
27-Jan-19	20142.06	13127	0.082	90.73
28-Jan-19	20912.4	13129	0.131	94.2
29-Jan-19	20646	13131	0.098	93
30-Jan-19	20008.86	13133	0.111	90.13
2-Feb-19	20315.22	13135	0.094	91.51
3-Feb-19	20641.56	13137	0.094	92.98
4-Feb-19	20768.1	13139	0.091	93.55
5-Feb-19	21414.12	13141	0.177	96.46
6-Feb-19	22137.84	13143	0.113	99.72
9-Feb-19	22757.22	13145	0.072	102.51
10-Feb-19	21718.26	13147	0.138	97.83
11-Feb-19	21494.04	13149	0.124	96.82
12-Feb-19	22037.94	13151	0.104	99.27
13-Feb-19	22013.52	13153	0.073	99.16
17-Feb-19	20985.66	13155	0.145	94.53
18-Feb-19	20950.14	13157	0.109	94.37
19-Feb-19	20122.08	13159	0.127	90.64
20-Feb-19	20246.4	13161	0.135	91.2
23-Feb-19	19302.9	13163	0.149	86.95
24-Feb-19	20035.5	13165	0.196	90.25
25-Feb-19	20237.52	13167	0.119	91.16
26-Feb-19	19800.18	13169	0.086	89.19
27-Feb-19	19826.82	13171	0.153	89.31
2-Mar-19	19522.68	13173	0.084	87.94
3-Mar-19	19618.14	13175	0.108	88.37
4-Mar-19	20239.74	13177	0.079	91.17
5-Mar-19	19722.48	13179	0.085	88.84
6-Mar-19	18936.6	13181	0.103	85.3
9-Mar-19	18450.42	13183	0.059	83.11
10-Mar-19	19675.86	13185	0.082	88.63
11-Mar-19	20574.96	13187	0.111	92.68
12-Mar-19	21389.7	13189	0.121	96.35
13-Mar-19	21296.46	13191	0.096	95.93
16-Mar-19	21183.24	13193	0.13	95.42
17-Mar-19	22124.52	13195	0.083	99.66
18-Mar-19	22537.44	13197	0.099	101.52
19-Mar-19	22559.64	13199	0.132	101.62
20-Mar-19	22552.98	13201	0.087	101.59
23-Mar-19	23900.52	13205	0.104	107.66
24-Mar-19	23643	13207	0.102	106.5
25-Mar-19	23640.78	13209	0.085	106.49
26-Mar-19	24391.14	13211	0.098	109.87
27-Mar-19	23720.7	13213	0.123	106.85
30-Mar-19	23196.78	13215	0.092	104.49
31-Mar-19	467336.64	13217	0.126	2105.12
1-Apr-19	468129.18	13219	0.062	2108.69
2-Apr-19	469021.62	13221	0.082	2112.71
3-Apr-19	469749.78	13223	0.107	2115.99
6-Apr-19	26295.9	13225	0.102	118.45
7-Apr-19	25530	13227	0.108	115
8-Apr-19	25823.04	13229	0.093	116.32
9-Apr-19	470544.54	13231	0.118	2119.57
10-Apr-19	26544.54	13233	0.108	119.57
13-Apr-19	26688.84	13235	0.071	120.22
14-Apr-19	26264.82	13237	0.104	118.31
15-Apr-19	26116.08	13239	0.118	117.64
16-Apr-19	26961.9	13241	0.104	121.45
17-Apr-19	27399.24	13243	0.13	123.42
20-Apr-19	26751	13245	0.103	120.5
21-Apr-19	27030.72	13247	0.12	121.76
22-Apr-19	26975.22	13249	0.138	121.51
23-Apr-19	27838.8	13251	0.137	125.4
24-Apr-19	27505.8	13253	0.107	123.9
27-Apr-19	27690.06	13255	0.154	124.73
28-Apr-19	27505.8	13257	0.107	123.9
29-Apr-19	27781.08	13259	0.107	125.14
30-Apr-19	27934.26	13261	0.129	125.83
1-May-19	472247.28	13263	0.098	2127.24
4-May-19	29319.54	13265	0.124	132.07
5-May-19	29461.62	13267	0.087	132.71
6-May-19	29415	13269	0.13	132.5
7-May-19	28651.32	13271	0.162	129.06
8-May-19	28680.18	13273	0.116	129.19
11-May-19	28764.54	13275	0.093	129.57
12-May-19	27621.24	13277	0.106	124.42
13-May-19	26526.78	13279	0.098	119.49
14-May-19	27294.9	13281	0.078	122.95
15-May-19	27177.24	13283	0.119	122.42
18-May-19	28116.3	13285	0.129	126.65
19-May-19	472293.9	13287	0.13	2127.45
20-May-19	27943.14	13289	0.114	125.87
21-May-19	27567.96	13291	0.09	124.18
22-May-19	27195	13293	0.133	122.5
26-May-19	29033.16	13295	0.096	130.78
27-May-19	29537.1	13297	0.11	133.05
28-May-19	29985.54	13299	0.107	135.07
29-May-19	30149.82	13301	0.188	135.81
1-Jun-19	30935.7	13303	0.14	139.35
2-Jun-19	30966.78	13305	0.117	139.49
3-Jun-19	31290.9	13307	0.091	140.95
4-Jun-19	31910.28	13309	0.091	143.74
5-Jun-19	476116.74	13311	0.095	2144.67
8-Jun-19	31934.7	13313	0.125	143.85
9-Jun-19	31683.84	13315	0.116	142.72
10-Jun-19	31135.5	13317	0.117	140.25
11-Jun-19	31068.9	13319	0.107	139.95
12-Jun-19	30407.34	13321	0.108	136.97
15-Jun-19	30211.98	15001	0.108	136.09
16-Jun-19	30269.7	15003	0.063	136.35
17-Jun-19	30098.76	15007	0.096	135.58
18-Jun-19	30165.36	15009	0.097	135.88
19-Jun-19	30964.56	16001	0.091	139.48
22-Jun-19	30496.14	16003	0.121	137.37
23-Jun-19	29750.22	16005	0.084	134.01
24-Jun-19	474240.84	16007	0.052	2136.22
25-Jun-19	31048.92	16009	0.121	139.86
26-Jun-19	31621.68	16011	0.059	142.44
29-Jun-19	31517.34	16013	0.077	141.97
30-Jun-19	31619.46	16015	0.071	142.43
1-Jul-19	31708.26	16017	0.095	142.83
2-Jul-19	31084.44	16019	0.059	140.02
3-Jul-19	31084.44	16021	0.12	140.02
6-Jul-19	30771.42	16023	0.045	138.61
7-Jul-19	30058.8	16025	0.11	135.4
8-Jul-19	30462.84	16027	0.106	137.22
9-Jul-19	30271.92	16029	0.06	136.36
10-Jul-19	30751.44	16031	0.059	138.52
13-Jul-19	31599.48	16033	0.041	142.34
14-Jul-19	31583.94	16035	0.118	142.27
15-Jul-19	32607.36	16037	0.039	146.88
16-Jul-19	476749.44	16039	0.077	2147.52
17-Jul-19	33688.5	16041	0.04	151.75
20-Jul-19	33946.02	16043	0.066	152.91
21-Jul-19	33635.22	16045	0.104	151.51
22-Jul-19	34796.28	16047	0.055	156.74
23-Jul-19	35036.04	16049	0.083	157.82
24-Jul-19	35517.78	16051	0.068	159.99
27-Jul-19	35542.2	16053	0.059	160.1
28-Jul-19	35520	16055	0.087	160
29-Jul-19	35526.66	16057	0.059	160.03
30-Jul-19	36139.38	16059	0.065	162.79
31-Jul-19	36272.58	16061	0.052	163.39
3-Aug-19	36947.46	16063	0.097	166.43
4-Aug-19	36752.1	16065	0.055	165.55
5-Aug-19	480654.42	16067	0.06	2165.11
6-Aug-19	36388.02	16069	0.055	163.91
7-Aug-19	36743.22	16071	0.05	165.51
10-Aug-19	36567.84	16073	0.041	164.72
12-Aug-19	36698.82	16075	0.077	165.31
13-Aug-19	37389.24	16077	0.067	168.42
14-Aug-19	37025.16	16079	0.119	166.78
17-Aug-19	35428.98	16081	0.051	159.59
18-Aug-19	36408	16083	0.068	164
